Datetime,Temperature,Humidity
2021-09-26 11:08:41,11.71,23.02
2021-09-26 11:08:43,11.81,21.59
2021-09-26 11:08:45,11.09,19.97
2021-09-26 11:08:47,10.00,19.66
2021-09-26 11:08:49,9.69,21.49
2021-09-26 11:08:51,9.06,20.90
2021-09-26 11:08:53,9.25,23.96
2021-09-26 11:08:55,8.42,24.50
2021-09-26 11:08:57,8.46,24.29
2021-09-26 11:08:59,8.40,26.87
2021-09-26 11:09:01,7.78,23.66
2021-09-26 11:09:03,7.53,24.48
2021-09-26 11:09:05,7.64,23.80
2021-09-26 11:09:07,6.78,23.61
2021-09-26 11:09:09,5.34,22.84
2021-09-26 11:09:11,5.42,16.13
2021-09-26 11:09:13,5.42,14.10
2021-09-26 11:09:15,5.96,10.79
2021-09-26 11:09:17,5.81,9.27
2021-09-26 11:09:19,5.94,13.09
2021-09-26 11:09:21,5.97,11.32
2021-09-26 11:09:23,6.15,12.29
2021-09-26 11:09:25,5.60,8.80
2021-09-26 11:09:27,5.53,11.59
2021-09-26 11:09:29,4.21,14.11
2021-09-26 11:09:31,3.74,16.51
2021-09-26 11:09:33,4.08,17.66
2021-09-26 11:09:35,4.14,19.87
2021-09-26 11:09:37,3.66,22.25
2021-09-26 11:09:39,3.59,24.34
2021-09-26 11:09:41,3.80,24.74
2021-09-26 11:09:43,4.13,22.86
2021-09-26 11:09:45,5.35,21.12
2021-09-26 11:09:47,4.44,19.06
2021-09-26 11:09:49,4.11,18.78
2021-09-26 11:09:51,4.69,17.13
2021-09-26 11:09:53,4.69,16.78
2021-09-26 11:09:55,3.71,17.00
2021-09-26 11:09:57,2.98,18.35
2021-09-26 11:09:59,3.59,18.37
2021-09-26 11:10:01,2.67,19.45
2021-09-26 11:10:03,3.13,19.62
2021-09-26 11:10:05,3.22,19.88
2021-09-26 11:10:07,1.97,20.52
2021-09-26 11:10:09,0.87,23.05
2021-09-26 11:10:11,0.41,23.31
2021-09-26 11:10:13,1.08,24.56
2021-09-26 11:10:15,1.11,26.20
2021-09-26 11:10:17,-0.09,25.52
2021-09-26 11:10:19,0.03,24.61
2021-09-26 11:10:21,0.30,21.80
2021-09-26 11:10:23,0.44,21.47
2021-09-26 11:10:25,0.56,20.84
2021-09-26 11:10:27,0.53,22.32
2021-09-26 11:10:29,1.17,22.76
2021-09-26 11:10:31,1.67,22.05
2021-09-26 11:10:33,2.24,24.99
2021-09-26 11:10:35,2.15,24.42
2021-09-26 11:10:37,1.42,23.51
2021-09-26 11:10:39,2.04,27.50
2021-09-26 11:10:41,1.74,25.08
2021-09-26 11:10:43,1.48,26.55
2021-09-26 11:10:45,2.21,27.27
2021-09-26 11:10:47,1.60,27.35
2021-09-26 11:10:49,0.95,29.34
2021-09-26 11:10:51,1.02,32.26
2021-09-26 11:10:53,1.23,34.17
2021-09-26 11:10:55,0.68,32.31
2021-09-26 11:10:57,-0.33,31.49
2021-09-26 11:10:59,-0.17,30.77
2021-09-26 11:11:01,0.05,30.73
2021-09-26 11:11:03,-0.65,32.62
2021-09-26 11:11:05,-0.92,30.83
2021-09-26 11:11:07,-1.36,29.38
2021-09-26 11:11:09,-1.75,32.48
2021-09-26 11:11:11,-2.05,31.28
2021-09-26 11:11:13,-1.70,31.15
2021-09-26 11:11:15,-1.57,27.42
2021-09-26 11:11:17,-1.52,25.73
2021-09-26 11:11:19,-1.73,23.66
2021-09-26 11:11:21,-1.55,21.79
2021-09-26 11:11:23,-1.05,22.17
2021-09-26 11:11:25,-0.48,21.88
2021-09-26 11:11:27,-0.41,18.52
2021-09-26 11:11:29,-0.13,20.10
2021-09-26 11:11:31,0.57,19.05
2021-09-26 11:11:33,-0.16,18.58
2021-09-26 11:11:35,-0.67,20.35
2021-09-26 11:11:37,-0.66,21.85
2021-09-26 11:11:40,-0.53,22.39
2021-09-26 11:11:42,-0.96,21.83
2021-09-26 11:11:44,-0.55,18.04
2021-09-26 11:11:46,-0.19,18.28
2021-09-26 11:11:48,-0.89,19.94
2021-09-26 11:11:50,-0.55,19.86
2021-09-26 11:11:52,-0.33,14.69
2021-09-26 11:11:54,-0.09,12.88
2021-09-26 11:11:56,0.74,12.71
2021-09-26 11:11:58,1.24,13.09
2021-09-26 11:12:00,1.53,12.07
2021-09-26 11:12:02,0.82,12.68
2021-09-26 11:12:04,0.81,13.45
2021-09-26 11:12:06,0.16,14.85
2021-09-26 11:12:08,-0.26,14.74
2021-09-26 11:12:10,-0.32,13.96
2021-09-26 11:12:12,-0.19,13.47
2021-09-26 11:12:14,-0.86,14.27
2021-09-26 11:12:16,-1.96,13.00
2021-09-26 11:12:18,-1.72,13.61
2021-09-26 11:12:20,-1.82,14.64
2021-09-26 11:12:22,-1.60,16.12
2021-09-26 11:12:24,-2.02,17.03
2021-09-26 11:12:26,-2.09,17.47
2021-09-26 11:12:28,-1.97,16.23
2021-09-26 11:12:30,-2.54,18.83
2021-09-26 11:12:32,-1.34,17.04
2021-09-26 11:12:34,-0.94,18.00
2021-09-26 11:12:36,-0.11,19.06
2021-09-26 11:12:38,-0.47,21.02
2021-09-26 11:12:40,-0.18,18.67
2021-09-26 11:12:42,0.04,18.31
2021-09-26 11:12:44,-0.48,18.35
2021-09-26 11:12:46,-0.09,17.43
2021-09-26 11:12:48,0.07,15.17
2021-09-26 11:12:50,-0.84,14.43
2021-09-26 11:12:52,-1.34,11.10
2021-09-26 11:12:54,-1.93,12.96
2021-09-26 11:12:56,-1.85,14.15
2021-09-26 11:12:58,-1.82,15.78
2021-09-26 11:13:00,-2.29,14.79
2021-09-26 11:13:02,-2.17,15.23
2021-09-26 11:13:04,-1.31,15.03
2021-09-26 11:13:06,-1.20,15.37
2021-09-26 11:13:08,-1.24,13.23
2021-09-26 11:13:10,-0.91,14.35
2021-09-26 11:13:12,-1.40,14.31
2021-09-26 11:13:14,-0.44,13.55
2021-09-26 11:13:16,-1.07,13.73
2021-09-26 11:13:18,-0.81,12.25
2021-09-26 11:13:20,-1.25,10.63
2021-09-26 11:13:22,-1.62,9.56
2021-09-26 11:13:24,-2.00,11.73
2021-09-26 11:13:26,-1.15,9.44
2021-09-26 11:13:28,-0.71,12.24
2021-09-26 11:13:30,-0.18,10.13
2021-09-26 11:13:32,-0.27,7.38
2021-09-26 11:13:34,-0.39,9.98
2021-09-26 11:13:36,-0.31,10.78
2021-09-26 11:13:38,-0.58,11.18
2021-09-26 11:13:40,-1.04,13.75
2021-09-26 11:13:42,-0.59,12.58
2021-09-26 11:13:44,-0.53,13.56
2021-09-26 11:13:46,-1.28,12.89
2021-09-26 11:13:48,-1.16,10.46
2021-09-26 11:13:50,-1.07,9.66
2021-09-26 11:13:52,-1.21,10.71
2021-09-26 11:13:54,-1.08,12.48
2021-09-26 11:13:56,-0.72,13.66
2021-09-26 11:13:58,0.61,16.43
2021-09-26 11:14:00,0.48,16.97
2021-09-26 11:14:02,-0.76,18.45
2021-09-26 11:14:04,-0.17,16.92
2021-09-26 11:14:06,-0.61,16.78
2021-09-26 11:14:08,-0.19,17.76
2021-09-26 11:14:10,-0.18,20.36
2021-09-26 11:14:12,-0.63,21.33
2021-09-26 11:14:14,-0.36,16.10
2021-09-26 11:14:16,-0.33,18.95
2021-09-26 11:14:18,-0.61,17.27
2021-09-26 11:14:20,-0.85,19.35
2021-09-26 11:14:22,-0.84,21.96
2021-09-26 11:14:24,-1.34,24.24
2021-09-26 11:14:26,-1.15,24.05
2021-09-26 11:14:28,-1.63,23.05
2021-09-26 11:14:30,-1.20,25.58
2021-09-26 11:14:32,-0.65,28.51
2021-09-26 11:14:34,-1.10,24.22
2021-09-26 11:14:36,-1.60,23.03
2021-09-26 11:14:38,-2.80,24.12
2021-09-26 11:14:40,-2.89,23.42
2021-09-26 11:14:42,-2.61,25.08
2021-09-26 11:14:44,-2.51,23.05
2021-09-26 11:14:46,-2.82,22.30
2021-09-26 11:14:48,-3.48,20.54
2021-09-26 11:14:50,-3.40,18.25
2021-09-26 11:14:52,-3.24,16.86
2021-09-26 11:14:54,-2.30,16.20
2021-09-26 11:14:56,-2.64,17.66
2021-09-26 11:14:58,-2.59,15.90
2021-09-26 11:15:00,-3.56,13.94
2021-09-26 11:15:02,-4.22,12.38
2021-09-26 11:15:04,-4.54,11.70
2021-09-26 11:15:06,-4.55,11.64
2021-09-26 11:15:08,-4.57,8.61
2021-09-26 11:15:10,-4.55,9.85
2021-09-26 11:15:12,-4.47,12.50
2021-09-26 11:15:14,-4.48,13.78
2021-09-26 11:15:16,-4.38,16.30
2021-09-26 11:15:18,-3.72,14.75
2021-09-26 11:15:20,-3.69,10.61
2021-09-26 11:15:22,-3.31,8.60
2021-09-26 11:15:24,-3.15,5.50
2021-09-26 11:15:26,-3.83,6.79
2021-09-26 11:15:28,-4.73,7.77
2021-09-26 11:15:30,-4.18,9.78
2021-09-26 11:15:32,-5.03,9.41
2021-09-26 11:15:34,-5.63,14.02
2021-09-26 11:15:36,-5.02,13.39
2021-09-26 11:15:38,-4.89,11.03
2021-09-26 11:15:40,-5.32,5.80
2021-09-26 11:15:42,-5.10,6.39
2021-09-26 11:15:44,-5.21,4.03
2021-09-26 11:15:46,-5.45,4.67
2021-09-26 11:15:48,-5.60,3.20
2021-09-26 11:15:50,-4.84,3.02
2021-09-26 11:15:52,-4.74,2.26
2021-09-26 11:15:54,-4.35,5.39
2021-09-26 11:15:56,-4.58,4.59
2021-09-26 11:15:58,-4.15,5.98
2021-09-26 11:16:00,-3.43,6.34
2021-09-26 11:16:02,-4.27,5.17
2021-09-26 11:16:04,-4.21,1.32
2021-09-26 11:16:06,-3.20,4.26
2021-09-26 11:16:08,-3.68,4.23
2021-09-26 11:16:10,-3.96,6.26
2021-09-26 11:16:12,-4.34,4.13
2021-09-26 11:16:15,-4.41,5.40
2021-09-26 11:16:17,-3.62,4.44
2021-09-26 11:16:19,-4.59,7.58
2021-09-26 11:16:21,-4.63,8.87
2021-09-26 11:16:23,-4.85,10.18
2021-09-26 11:16:25,-5.21,10.57
2021-09-26 11:16:27,-6.22,7.87
2021-09-26 11:16:29,-6.48,9.97
2021-09-26 11:16:31,-6.64,8.46
2021-09-26 11:16:33,-6.42,5.50
2021-09-26 11:16:35,-5.76,6.15
2021-09-26 11:16:37,-5.84,7.65
2021-09-26 11:16:39,-5.56,3.88
2021-09-26 11:16:41,-5.04,4.17
2021-09-26 11:16:43,-5.07,6.09
2021-09-26 11:16:45,-4.94,7.59
2021-09-26 11:16:47,-4.99,7.58
2021-09-26 11:16:49,-4.52,8.20
2021-09-26 11:16:51,-4.37,11.69
2021-09-26 11:16:53,-3.80,8.49
2021-09-26 11:16:55,-4.11,6.69
2021-09-26 11:16:57,-4.17,2.21
2021-09-26 11:16:59,-4.28,4.39
2021-09-26 11:17:01,-4.05,4.53
2021-09-26 11:17:03,-3.61,8.13
2021-09-26 11:17:05,-3.16,10.87
2021-09-26 11:17:07,-3.63,9.97
2021-09-26 11:17:09,-3.47,10.64
2021-09-26 11:17:11,-2.50,11.79
2021-09-26 11:17:13,-2.71,12.80
2021-09-26 11:17:15,-2.95,10.99
2021-09-26 11:17:17,-2.31,15.00
2021-09-26 11:17:19,-2.95,17.40
2021-09-26 11:17:21,-3.41,18.12
2021-09-26 11:17:23,-3.01,14.58
2021-09-26 11:17:25,-2.11,12.13
2021-09-26 11:17:27,-1.70,9.48
2021-09-26 11:17:29,-1.53,5.25
2021-09-26 11:17:31,-1.03,5.23
2021-09-26 11:17:33,-1.46,3.54
2021-09-26 11:17:35,-1.06,5.74
2021-09-26 11:17:37,-0.47,6.34
2021-09-26 11:17:39,-0.06,7.04
2021-09-26 11:17:41,0.23,7.19
2021-09-26 11:17:43,0.39,6.63
2021-09-26 11:17:45,-0.57,7.07
2021-09-26 11:17:47,-0.13,7.12
2021-09-26 11:17:49,-0.43,4.75
2021-09-26 11:17:51,0.12,2.90
2021-09-26 11:17:53,0.47,3.89
2021-09-26 11:17:55,0.17,6.61
2021-09-26 11:17:57,-0.25,4.68
2021-09-26 11:17:59,-0.58,4.57
2021-09-26 11:18:01,-1.25,5.14
2021-09-26 11:18:03,-2.27,5.91
2021-09-26 11:18:05,-2.14,5.90
2021-09-26 11:18:07,-1.85,4.11
2021-09-26 11:18:09,-1.32,4.70
2021-09-26 11:18:11,-0.79,6.92
2021-09-26 11:18:13,-0.90,8.24
2021-09-26 11:18:15,-0.63,6.16
2021-09-26 11:18:17,-0.66,5.23
2021-09-26 11:18:19,-0.69,2.87
2021-09-26 11:18:21,-0.19,-1.43
2021-09-26 11:18:23,0.05,-0.98
2021-09-26 11:18:25,0.69,0.70
2021-09-26 11:18:27,0.51,1.07
2021-09-26 11:18:29,0.60,2.20
2021-09-26 11:18:31,0.28,5.85
2021-09-26 11:18:33,0.52,9.43
2021-09-26 11:18:35,0.33,12.10
2021-09-26 11:18:37,0.06,12.61
2021-09-26 11:18:39,0.28,11.71
2021-09-26 11:18:41,-0.30,9.61
2021-09-26 11:18:43,-0.99,11.62
2021-09-26 11:18:45,-0.69,9.74
2021-09-26 11:18:47,-0.52,13.54
2021-09-26 11:18:49,-0.39,13.08
2021-09-26 11:18:51,-1.13,13.93
2021-09-26 11:18:53,-0.16,16.96
2021-09-26 11:18:55,-0.12,15.20
2021-09-26 11:18:57,-0.28,15.29
2021-09-26 11:18:59,-0.37,14.01
2021-09-26 11:19:01,0.09,14.26
2021-09-26 11:19:03,-0.93,13.93
2021-09-26 11:19:05,-1.27,13.70
2021-09-26 11:19:07,-0.87,14.66
2021-09-26 11:19:09,0.38,16.16
2021-09-26 11:19:11,0.79,18.13
2021-09-26 11:19:13,0.98,16.72
2021-09-26 11:19:15,0.66,17.34
2021-09-26 11:19:17,0.77,17.08
2021-09-26 11:19:19,1.06,15.19
2021-09-26 11:19:21,1.27,15.84
2021-09-26 11:19:23,1.58,16.78
2021-09-26 11:19:25,1.05,14.92
2021-09-26 11:19:27,0.98,14.93
2021-09-26 11:19:29,1.20,17.19
2021-09-26 11:19:31,2.06,15.26
2021-09-26 11:19:33,2.46,14.72
2021-09-26 11:19:35,1.78,14.18
2021-09-26 11:19:37,1.24,12.12
2021-09-26 11:19:39,0.89,11.30
2021-09-26 11:19:41,0.84,10.20
2021-09-26 11:19:43,0.47,10.35
2021-09-26 11:19:45,1.56,9.69
2021-09-26 11:19:47,1.43,10.14
2021-09-26 11:19:49,1.35,9.26
2021-09-26 11:19:51,1.19,7.67
2021-09-26 11:19:53,1.33,10.27
2021-09-26 11:19:55,1.42,10.09
2021-09-26 11:19:57,1.73,11.07
2021-09-26 11:19:59,2.47,9.09
2021-09-26 11:20:01,2.55,6.21
2021-09-26 11:20:03,3.29,6.64
2021-09-26 11:20:05,3.26,7.11
2021-09-26 11:20:07,2.71,8.72
2021-09-26 11:20:09,3.48,9.07
2021-09-26 11:20:12,3.93,9.27
2021-09-26 11:20:14,3.02,7.09
2021-09-26 11:20:16,3.19,5.87
2021-09-26 11:20:18,3.21,6.64
2021-09-26 11:20:20,2.84,4.82
2021-09-26 11:20:22,2.70,6.10
2021-09-26 11:20:24,2.51,6.32
2021-09-26 11:20:26,1.85,4.57
2021-09-26 11:20:28,2.28,5.13
2021-09-26 11:20:30,2.77,2.97
2021-09-26 11:20:32,3.31,2.47
2021-09-26 11:20:34,3.10,1.07
2021-09-26 11:20:36,2.90,0.65
2021-09-26 11:20:38,3.03,1.27
2021-09-26 11:20:40,2.74,2.17
2021-09-26 11:20:42,2.85,-0.11
2021-09-26 11:20:44,2.57,0.95
2021-09-26 11:20:46,2.54,3.39
2021-09-26 11:20:48,2.99,0.36
2021-09-26 11:20:50,2.26,-3.28
2021-09-26 11:20:52,1.87,-5.91
2021-09-26 11:20:54,2.16,-6.72
2021-09-26 11:20:56,1.90,-8.48
2021-09-26 11:20:58,2.29,-8.18
2021-09-26 11:21:00,2.42,-6.91
2021-09-26 11:21:02,2.64,-6.93
2021-09-26 11:21:04,2.41,-6.82
2021-09-26 11:21:06,2.02,-6.54
2021-09-26 11:21:08,2.33,-4.73
2021-09-26 11:21:10,2.19,-0.11
2021-09-26 11:21:12,2.65,-4.30
2021-09-26 11:21:14,1.97,-2.18
2021-09-26 11:21:16,1.66,-2.45
2021-09-26 11:21:18,0.66,-0.82
2021-09-26 11:21:20,2.12,0.86
2021-09-26 11:21:22,2.27,1.09
2021-09-26 11:21:24,2.21,-1.48
2021-09-26 11:21:26,3.12,-3.83
2021-09-26 11:21:28,2.65,0.44
2021-09-26 11:21:30,2.77,2.05
2021-09-26 11:21:32,3.38,1.22
2021-09-26 11:21:34,2.95,-3.25
2021-09-26 11:21:36,3.04,-3.59
2021-09-26 11:21:38,3.10,-0.14
2021-09-26 11:21:40,3.69,3.84
2021-09-26 11:21:42,3.30,3.04
2021-09-26 11:21:44,3.98,1.82
2021-09-26 11:21:46,3.19,-0.34
2021-09-26 11:21:48,2.77,-2.37
2021-09-26 11:21:50,2.74,2.23
2021-09-26 11:21:52,2.21,2.91
2021-09-26 11:21:54,1.34,1.05
2021-09-26 11:21:56,1.55,6.10
2021-09-26 11:21:58,2.22,5.39
2021-09-26 11:22:00,2.03,10.59
2021-09-26 11:22:02,1.57,5.73
2021-09-26 11:22:04,1.63,4.57
2021-09-26 11:22:06,0.92,5.27
2021-09-26 11:22:08,0.88,4.54
2021-09-26 11:22:10,0.42,1.31
2021-09-26 11:22:12,-0.72,-0.06
2021-09-26 11:22:14,-0.28,0.05
2021-09-26 11:22:16,-0.13,-0.46
2021-09-26 11:22:18,-0.87,1.64
2021-09-26 11:22:20,-1.33,-2.91
2021-09-26 11:22:22,-1.93,0.04
2021-09-26 11:22:24,-2.06,1.51
2021-09-26 11:22:26,-1.70,0.42
2021-09-26 11:22:28,-2.03,0.26
2021-09-26 11:22:30,-1.54,5.98
2021-09-26 11:22:32,-1.39,10.05
2021-09-26 11:22:34,-1.25,12.08
2021-09-26 11:22:36,-1.30,13.89
2021-09-26 11:22:38,-0.72,14.12
2021-09-26 11:22:40,-1.05,12.42
2021-09-26 11:22:42,-1.30,12.04
2021-09-26 11:22:44,-1.06,13.52
2021-09-26 11:22:46,-1.49,13.39
2021-09-26 11:22:48,-0.82,13.48
2021-09-26 11:22:50,-0.90,14.25
2021-09-26 11:22:52,-1.17,12.22
2021-09-26 11:22:54,-1.47,9.49
2021-09-26 11:22:56,-1.37,11.19
2021-09-26 11:22:58,-1.69,13.14
2021-09-26 11:23:00,-2.95,17.79
2021-09-26 11:23:02,-3.01,18.06
2021-09-26 11:23:04,-2.78,21.16
2021-09-26 11:23:06,-2.93,20.25
2021-09-26 11:23:08,-2.70,17.55
2021-09-26 11:23:10,-2.93,14.29
2021-09-26 11:23:12,-2.69,14.24
2021-09-26 11:23:14,-1.91,13.59
2021-09-26 11:23:16,-1.79,12.21
2021-09-26 11:23:18,-2.14,11.07
2021-09-26 11:23:20,-1.79,10.84
2021-09-26 11:23:22,-1.56,13.17
2021-09-26 11:23:24,-1.05,15.95
2021-09-26 11:23:26,-0.73,13.85
2021-09-26 11:23:28,-1.62,15.30
2021-09-26 11:23:30,-1.50,14.99
2021-09-26 11:23:32,-1.41,16.47
2021-09-26 11:23:34,-1.14,16.49
2021-09-26 11:23:36,-2.24,19.32
2021-09-26 11:23:38,-1.04,19.10
2021-09-26 11:23:40,-1.19,21.21
2021-09-26 11:23:42,-1.85,25.13
2021-09-26 11:23:44,-2.06,25.63
2021-09-26 11:23:46,-2.61,31.40
2021-09-26 11:23:48,-3.72,32.18
2021-09-26 11:23:50,-3.69,31.15
2021-09-26 11:23:52,-3.58,27.94
2021-09-26 11:23:54,-3.28,25.74
2021-09-26 11:23:56,-3.49,25.11
2021-09-26 11:23:58,-3.68,24.17
2021-09-26 11:24:00,-3.78,26.35
2021-09-26 11:24:02,-3.62,24.47
2021-09-26 11:24:04,-3.27,22.91
2021-09-26 11:24:06,-3.42,22.07
2021-09-26 11:24:08,-3.97,23.55
2021-09-26 11:24:10,-4.33,22.22
2021-09-26 11:24:12,-5.44,22.09
2021-09-26 11:24:14,-5.24,19.21
2021-09-26 11:24:16,-4.59,18.51
2021-09-26 11:24:18,-4.86,17.17
2021-09-26 11:24:20,-5.38,14.63
2021-09-26 11:24:22,-5.38,14.46
2021-09-26 11:24:24,-5.37,14.68
2021-09-26 11:24:26,-4.94,14.01
2021-09-26 11:24:28,-4.23,13.56
2021-09-26 11:24:30,-4.53,12.42
2021-09-26 11:24:32,-4.28,10.08
2021-09-26 11:24:34,-4.79,11.38
2021-09-26 11:24:36,-4.73,12.57
2021-09-26 11:24:38,-4.43,12.85
2021-09-26 11:24:40,-4.58,17.02
2021-09-26 11:24:42,-5.15,17.32
2021-09-26 11:24:44,-5.47,22.00
2021-09-26 11:24:46,-5.74,21.32
2021-09-26 11:24:49,-5.59,20.00
2021-09-26 11:24:51,-6.96,19.36
2021-09-26 11:24:53,-6.09,18.96
2021-09-26 11:24:55,-5.80,17.18
2021-09-26 11:24:57,-5.92,18.28
2021-09-26 11:24:59,-5.57,22.28
2021-09-26 11:25:01,-4.89,20.33
2021-09-26 11:25:03,-5.71,16.49
2021-09-26 11:25:05,-5.94,20.01
2021-09-26 11:25:07,-5.92,21.95
2021-09-26 11:25:09,-6.52,22.09
2021-09-26 11:25:11,-6.48,24.72
2021-09-26 11:25:13,-6.40,25.91
2021-09-26 11:25:15,-7.03,23.01
2021-09-26 11:25:17,-6.94,22.92
2021-09-26 11:25:19,-7.73,22.07
2021-09-26 11:25:21,-7.41,22.56
2021-09-26 11:25:23,-6.51,20.27
2021-09-26 11:25:25,-6.39,20.85
2021-09-26 11:25:27,-5.85,20.13
2021-09-26 11:25:29,-5.68,17.84
2021-09-26 11:25:31,-5.36,21.53
2021-09-26 11:25:33,-5.55,23.23
2021-09-26 11:25:35,-5.95,25.97
2021-09-26 11:25:37,-6.65,24.56
2021-09-26 11:25:39,-6.75,22.01
2021-09-26 11:25:41,-6.52,20.79
2021-09-26 11:25:43,-6.48,21.30
2021-09-26 11:25:45,-6.75,22.89
2021-09-26 11:25:47,-6.24,19.42
2021-09-26 11:25:49,-6.52,19.68
2021-09-26 11:25:51,-6.57,17.66
2021-09-26 11:25:53,-6.17,16.96
2021-09-26 11:25:55,-7.93,12.91
2021-09-26 11:25:57,-7.71,10.91
2021-09-26 11:25:59,-6.82,11.77
2021-09-26 11:26:01,-6.59,14.23
2021-09-26 11:26:03,-6.02,16.29
2021-09-26 11:26:05,-6.16,14.68
2021-09-26 11:26:07,-5.27,18.66
2021-09-26 11:26:09,-5.40,18.34
2021-09-26 11:26:11,-5.95,16.65
2021-09-26 11:26:13,-6.77,13.69
2021-09-26 11:26:15,-6.03,12.82
2021-09-26 11:26:17,-6.22,12.44
2021-09-26 11:26:19,-6.17,15.84
2021-09-26 11:26:21,-6.68,14.29
2021-09-26 11:26:23,-6.42,12.48
2021-09-26 11:26:25,-5.88,13.06
2021-09-26 11:26:27,-5.12,11.86
2021-09-26 11:26:29,-5.46,10.90
2021-09-26 11:26:31,-5.36,13.95
2021-09-26 11:26:33,-5.94,12.50
2021-09-26 11:26:35,-5.73,15.57
2021-09-26 11:26:37,-6.80,12.56
2021-09-26 11:26:39,-7.05,10.92
2021-09-26 11:26:41,-6.40,10.54
2021-09-26 11:26:43,-6.07,9.54
2021-09-26 11:26:45,-6.14,6.95
2021-09-26 11:26:47,-5.93,7.40
2021-09-26 11:26:49,-6.19,6.70
2021-09-26 11:26:51,-6.54,7.91
2021-09-26 11:26:53,-6.42,6.09
2021-09-26 11:26:55,-6.05,7.89
2021-09-26 11:26:57,-5.98,8.31
2021-09-26 11:26:59,-6.11,7.98
2021-09-26 11:27:01,-5.51,9.44
2021-09-26 11:27:03,-5.76,10.43
2021-09-26 11:27:05,-5.09,11.88
2021-09-26 11:27:07,-5.12,9.69
2021-09-26 11:27:09,-5.86,10.38
2021-09-26 11:27:11,-5.09,6.46
2021-09-26 11:27:13,-5.37,6.67
2021-09-26 11:27:15,-5.19,5.14
2021-09-26 11:27:17,-5.76,3.32
2021-09-26 11:27:19,-5.80,2.93
2021-09-26 11:27:21,-4.10,7.10
2021-09-26 11:27:23,-4.49,7.38
2021-09-26 11:27:25,-4.68,4.35
2021-09-26 11:27:27,-4.54,3.39
2021-09-26 11:27:29,-3.64,4.81
2021-09-26 11:27:31,-3.10,4.05
2021-09-26 11:27:33,-3.25,4.43
2021-09-26 11:27:35,-3.43,3.35
